Back,Dashboard 5. Socioeconomic sustainability ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Top third,Middle third,,Bottom third,,,,,,,,,,,,,,,,,,,,,,,,,
14,New Zealand,10.1,,..,,24.0,,82.2,,0.176,,1.4,,33.3,,1.2,,13.3,,..,,-2.3,,..,,,,,
16,Canada,6.0,,..,,22.7,,92.0,,0.147,,1.6,,36.7,,1.3,,13.1,,0.1,,-3.9,,-0.2,,,,,
17,United States,5.6,,..,,21.0,,96.5,,0.099,,2.8,,32.5,,3.2,,6.2,,1.3,,-1.8,,-0.3,,,,,
18,Austria,14.3,,..,,25.4,,87.6,,0.068,,3.2,,38.5,,0.7,,21.7,,-0.7,,-3.8,,-0.3,,,,,
19,Israel,15.6,,..,,21.8,,90.3,,0.223,,5.0,,22.5,,4.3,,2.8,,-1.0,,-3.2,,0.5,,,,,
19,Japan,7.3,,..,,24.3,,99.9,,0.139,,3.3,,53.2,,0.9,,14.9,,..,,-3.1,,2.1,,,,,
19,Liechtenstein,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,,,,
22,Slovenia,11.8,,..,,20.7,,92.1,,0.177,,1.9,,41.8,,1.0,,13.2,,-4.4,,-5.2,,0.1,,,,,
23,Korea (Republic of),19.2,,..,,31.2,,86.0,,0.198,,4.8,,38.2,,2.6,,4.6,,-4.5,,-3.8,,0.1,,,,,
23,Luxembourg,13.1,,..,,17.4,,79.6,,0.106,,1.2,,27.1,,0.6,,19.5,,1.0,,-5.2,,-1.2,,,,,
25,Spain,10.2,,..,,20.8,,67.7,,0.097,,1.2,,39.8,m,1.3,,11.6,,3.6,,-3.6,,-0.6,,,,,
26,France,8.9,,..,,24.2,,85.7,,0.089,,2.2,,40.4,,2.3,,..,,-0.3,,-7.1,,-0.3,,,,,
27,Czechia,10.2,,..,,26.3,,95.4,,0.127,,1.9,,35.3,,1.1,,12.7,,-3.2,,-0.8,,0.4,,,,,
28,Malta,..,,..,,20.0,,63.5,,0.308,,0.6,,41.9,,0.5,,29.5,,..,,-3.5,,-0.2,,,,,
29,Estonia,16.7,,..,,28.1,,91.2,,0.099,,1.4,,38.3,,2.1,,5.6,,-3.6,,-6.7,,0.3,,,,,
29,Italy,6.4,,..,,18.0,,70.0,,0.053,,1.4,,45.8,,1.3,,9.5,,0.1,,-6.5,,-0.5,,,,,
31,United Arab Emirates,..,,..,,23.8,,52.4,,0.231,,1.3,,6.4,,5.6,n,..,,..,,-13.4,,..,,,,,
32,Greece,-1.7,,..,,12.5,,81.3,,0.291,,1.2,,42.5,,2.4,,..,,0.8,,-3.1,,0.0,,,,,
33,Cyprus,8.1,,..,,19.1,,85.0,,0.374,,0.6,,27.0,o,1.6,,9.1,,-2.5,,-3.4,,-0.2,,,,,
34,Lithuania,11.2,,..,,16.7,,96.4,,0.115,,0.9,,45.2,,2.0,,7.2,,-1.1,,-3.2,,-0.5,,,,,
35,Poland,10.5,,..,,19.6,,95.1,,0.063,,1.2,,37.0,,2.0,,5.8,,-3.7,,-2.5,,1.5,,,,,
36,Andorra,..,,..,,..,,..,,0.189,,..,,..,,..,,..,,..,,..,,..,,,,,
37,Latvia,4.7,,..,,22.1,,92.5,,0.083,,0.6,,42.3,,2.0,,7.4,,-1.6,,-2.2,,0.6,,,,,
38,Portugal,4.6,,..,,18.9,,56.6,,0.080,,1.4,,44.3,,1.8,,7.7,,-0.0,,-5.7,,0.8,,,,,
39,Slovakia,4.3,,..,,23.3,,95.6,,0.216,,0.8,,32.7,,1.2,,9.8,,-1.0,,0.1,,0.5,,,,,
40,Hungary,14.5,,..,,28.6,,88.8,,0.108,,1.6,,34.5,,1.1,,11.6,,-1.8,,-0.9,,0.6,,,,,
40,Saudi Arabia,17.2,,..,,27.3,,58.7,,0.557,,0.8,n,8.3,,8.8,,1.1,n,..,,-6.8,,..,,,,,
42,Bahrain,19.9,,..,,36.4,,19.3,,0.386,,0.1,,7.1,,3.6,,1.6,,..,,-2.9,,..,,,,,
43,Chile,0.5,,..,,22.8,,71.3,,0.324,,0.4,,26.0,,1.9,,7.4,,-1.4,,-3.0,,1.9,,,,,
43,Croatia,14.4,,..,,22.8,,91.8,,0.071,,1.0,,40.5,,1.5,,6.7,,-6.9,,-2.1,,0.7,,,,,
45,Qatar,29.3,,..,,44.4,,43.9,,0.463,,0.5,,5.7,,1.5,n,4.2,,..,,..,,..,,,,,
46,Argentina,5.0,,45.0,,18.2,,66.9,,0.227,,0.5,,19.7,,0.9,,17.0,,-3.9,,-0.9,,1.7,,,,,
47,Brunei Darussalam,30.4,,..,,38.7,,78.8,,0.624,,0.3,,14.4,,2.4,,2.0,,..,,..,,..,,,,,
48,Montenegro,..,,63.7,,31.1,,92.0,,0.218,,0.4,,30.1,,1.5,,..,,-0.2,,..,,..,,,,,
49,Romania,0.3,,20.8,,22.9,,81.7,,0.114,,0.5,,32.6,,1.9,,5.7,,-0.2,,-1.8,,0.7,,,,,
50,Palau,..,,..,,26.7,,92.5,,0.604,,..,,..,,..,,..,,..,,..,,..,,,,,
51,Kazakhstan,3.0,,48.3,,27.0,,80.8,,0.599,,0.1,,17.4,,1.0,,6.6,,-6.8,,-4.4,,3.1,,,,,
52,Russian Federation,8.2,,19.6,,23.1,,96.1,,0.327,,1.0,,31.1,,3.9,,1.7,,-1.4,,-3.3,,1.1,,,,,
53,Belarus,15.7,,13.5,,29.0,,98.6,,0.182,,0.6,,32.5,,1.3,,9.2,,-4.2,,..,,0.6,,,,,
54,Turkey,12.1,,36.7,,25.1,,46.3,,0.076,,1.0,,18.5,,2.5,,..,,-3.8,,-3.9,,0.3,,,,,
55,Uruguay,5.2,,..,,16.2,,26.1,,0.226,,0.5,,27.0,,2.0,,7.1,,-2.4,,-1.6,,1.2,,,,,
56,Bulgaria,15.1,,15.3,,19.5,,87.9,,0.092,,0.8,,37.2,,1.7,,7.4,,0.3,,-1.5,,-0.8,,,,,
57,Panama,25.8,,..,,41.3,,54.2,,0.144,,0.1,,17.4,,0.0,,..,,-3.2,,-1.1,,1.7,,,,,
58,Bahamas,-3.5,,..,,24.5,,..,,0.421,,..,,17.1,,..,,..,,..,,-0.4,,..,,,,,
58,Barbados,-0.6,,..,,15.7,,..,,0.158,,..,,35.4,,..,,..,,..,,-2.3,,..,,,,,
60,Oman,-17.5,,..,,23.2,,..,,0.447,,0.2,,6.0,,8.2,,0.7,,..,,-1.7,,..,,,,,
61,Georgia,9.6,,23.7,,26.8,,93.4,,0.210,,0.3,,29.5,p,1.9,,5.6,,-4.0,,-1.2,,0.3,,,,,
62,Costa Rica,16.9,,18.3,,17.9,,44.0,,0.262,,0.4,,22.6,,0.0,,..,,-1.3,,-1.4,,-0.1,,,,,
62,Malaysia,2.8,,..,,20.9,,66.8,,0.218,,1.4,,14.7,q,1.0,,7.7,,..,,-0.8,,1.5,,,,,
64,Kuwait,18.9,,..,,25.2,,..,,0.486,,0.1,,10.0,,5.1,,..,,..,,-3.2,,..,,,,,
64,Serbia,3.1,,22.3,,23.6,,82.9,,0.081,,0.9,,32.7,r,1.9,,6.2,,1.8,,..,,..,,,,,
66,Mauritius,3.0,,23.3,,20.0,,61.7,,0.219,,0.3,,26.7,s,0.2,,60.1,,..,,-0.9,,-0.2,,,,,
,High human development,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Seychelles,..,,..,,31.6,,95.2,,0.424,,0.2,,19.2,,1.4,,5.1,,..,,..,,..,,,,,
67,Trinidad and Tobago,..,,..,,..,,72.0,,0.345,,0.1,,24.1,,0.8,,..,,..,,-0.9,,..,,,,,
69,Albania,-1.6,,20.7,,25.1,,79.5,,0.298,,0.2,n,32.7,,1.2,,..,,-1.7,,-3.7,,-0.7,,,,,
70,Cuba,..,,..,,12.0,,69.4,,0.236,,0.4,,33.8,,2.9,,7.1,,..,,-0.8,,..,,,,,
70,Iran (Islamic Republic of),..,,0.8,,34.7,,18.0,t,0.525,,0.8,,14.1,,2.7,,4.0,,..,,-0.8,,0.7,,,,,
72,Sri Lanka,21.0,,36.0,,27.4,,39.2,,0.194,,0.1,,24.2,,1.9,,3.1,,-2.3,,-0.7,,0.3,,,,,
73,Bosnia and Herzegovina,..,,10.8,,21.3,,83.6,,0.100,,0.2,,37.5,,1.1,,..,,-3.7,,..,,0.2,,,,,
74,Grenada,..,,8.4,,..,,..,,0.208,,..,,18.8,,..,,..,,..,,..,,..,,,,,
74,Mexico,6.6,,11.9,,21.4,,41.6,,0.137,,0.3,,15.2,,0.5,,18.8,,0.2,,-2.0,,1.5,,,,,
74,Saint Kitts and Nevis,..,,..,,30.0,,..,,0.313,,..,,..,,..,,..,,..,,..,,..,,,,,
74,Ukraine,1.6,,20.7,,12.6,,80.0,,0.140,,0.5,,30.2,u,3.8,,3.8,,-2.5,,-3.4,,0.6,,,,,
78,Antigua and Barbuda,..,,..,,..,,..,,0.426,,..,,20.7,,..,,..,,..,,..,,..,,,,,
79,Peru,6.6,,12.2,,20.9,,58.1,,0.295,,0.1,,17.5,,1.2,,7.2,,-5.1,,-1.1,,2.0,,,,,
79,Thailand,15.0,,5.4,,23.9,,38.8,,0.079,,1.0,,29.6,,1.3,,5.4,,-2.5,,-0.5,,1.1,,,,,
81,Armenia,-4.2,,29.9,,17.4,,79.9,,0.265,,0.2,,26.1,,4.8,,3.4,,-1.1,,-3.3,,0.2,,,,,
82,North Macedonia,14.6,,16.6,,34.1,,82.4,,0.221,,0.4,,27.4,,1.0,,..,,-3.6,,..,,2.9,,,,,
83,Colombia,-2.0,,40.8,,22.3,,59.9,,0.341,,0.2,,19.3,,3.2,,3.7,,-2.6,,-1.0,,0.7,,,,,
84,Brazil,3.3,,31.7,,15.1,,65.7,,0.165,,1.3,,19.9,,1.5,,11.1,,-0.7,,-1.1,,0.8,,,,,
85,China,21.1,,8.2,,43.8,,..,,0.094,,2.2,,25.0,,1.9,,..,,-3.9,,-2.1,,0.7,,,,,
86,Ecuador,3.6,,36.7,,25.0,,47.0,,0.393,,0.4,,15.5,,2.4,,5.2,,-0.8,,-1.5,,2.1,,,,,
86,Saint Lucia,..,,3.9,,..,,16.8,,0.456,,..,,21.1,,..,,..,,..,,..,,..,,,,,
88,Azerbaijan,6.3,,10.5,,20.1,,93.3,,0.827,,0.2,,17.3,v,3.8,,2.4,,-4.0,,-0.4,,..,,,,,
88,Dominican Republic,19.3,,15.1,,27.3,,48.0,,0.189,,..,,15.7,,0.7,,10.0,n,-1.7,,-0.6,,1.9,,,,,
90,Moldova (Republic of),4.6,,12.9,,26.3,,65.2,,0.188,,0.3,,24.6,w,0.3,,33.7,,-2.8,,-2.3,,2.2,,,,,
91,Algeria,21.2,,0.5,,44.3,,40.3,,0.486,,0.5,,14.0,,5.3,,2.8,n,..,,-1.8,,..,,,,,
92,Lebanon,-23.3,,72.1,,18.4,,..,,0.122,,..,,17.9,,5.0,,2.4,,..,,..,,..,,,,,
93,Fiji,..,,2.0,,..,,62.5,,0.221,,..,,12.5,,0.9,,5.3,,..,,-1.1,,0.5,,,,,
94,Dominica,..,,16.5,,..,,..,,0.409,,..,,..,,..,,..,,..,,..,,..,,,,,
95,Maldives,..,,9.2,,..,,32.7,,0.586,,..,,9.0,,..,,..,,3.5,,-0.7,,1.4,,,,,
95,Tunisia,-8.3,,14.0,,19.3,,55.8,,0.137,,0.6,,19.0,,2.1,,6.0,,-2.9,,-0.4,,1.3,,,,,
97,Saint Vincent and the Grenadines,..,,12.3,,..,,..,,0.307,,..,,20.0,,..,,..,,..,,..,,..,,,,,
97,Suriname,23.0,n,..,,36.2,n,45.0,,0.689,,..,,15.1,,..,,..,,1.4,,-0.9,,..,,,,,
99,Mongolia,-7.5,,101.6,,35.9,,80.6,,0.446,,0.1,,10.5,,0.8,,10.9,,-1.0,,-1.8,,0.2,,,,,
100,Botswana,20.5,,2.4,,33.2,,34.0,,0.888,,0.5,n,8.6,,2.8,,5.0,n,..,,-0.7,,3.6,,,,,
101,Jamaica,17.5,,20.4,,23.3,,..,,0.498,,..,,17.9,,1.4,,11.5,,-0.0,,-1.0,,..,,,,,
102,Jordan,3.3,,14.1,,18.4,,..,,0.170,,0.7,,8.2,,4.7,,2.4,,-3.0,,-1.5,,1.2,,,,,
103,Paraguay,7.2,,15.7,,22.4,,43.7,,0.336,,0.1,,13.0,,0.9,,10.7,,-0.6,,-1.2,,1.3,,,,,
104,Tonga,9.3,n,7.2,,33.4,n,72.3,,0.300,,..,,10.8,,..,,..,,..,,-1.7,,0.4,,,,,
105,Libya,34.8,n,..,,29.8,n,..,,0.794,,..,,9.0,,15.5,n,..,,..,,-2.1,,..,,,,,
106,Uzbekistan,26.7,,5.8,,39.8,,..,,0.342,,0.1,,11.3,,3.6,,..,,..,,..,,..,,,,,
107,Bolivia (Plurinational State of),-0.8,,9.6,,19.9,,47.6,,0.380,,0.2,n,13.7,,1.5,,..,,-5.0,,-2.0,,4.7,,,,,
107,Indonesia,12.9,,26.0,,33.8,,42.0,,0.134,,0.2,,13.5,,0.7,,7.4,,0.1,,-1.0,,-1.1,,,,,
107,Philippines,21.0,,8.7,,26.2,,29.9,,0.250,,0.2,,11.5,,1.1,,5.6,n,-0.4,,-0.8,,0.6,,,,,
110,Belize,-3.9,,10.1,,19.0,,43.5,,0.267,,..,,10.5,,1.3,,9.8,,-2.6,,-1.1,,..,,,,,
111,Samoa,..,,9.8,,..,,66.6,,0.343,,..,,11.4,,..,,..,,..,,-1.7,,0.5,,,,,
111,Turkmenistan,..,,..,,47.2,n,..,,0.643,,..,,10.8,,..,,..,,-4.1,,..,,..,,,,,
113,Venezuela (Bolivarian Republic of),7.4,n,69.0,,24.8,n,42.3,,0.734,,0.3,,15.0,,0.5,,11.7,n,-2.2,,-0.1,,..,,,,,
114,South Africa,-0.6,,19.9,,17.6,,52.2,,0.133,,0.8,,9.9,,1.0,,13.6,,1.0,,-0.9,,-0.2,,,,,
115,"Palestine, State of",..,,..,,24.2,,48.5,,0.180,,0.5,n,6.7,x,..,,..,,..,,..,,0.0,,,,,
116,Egypt,3.6,,15.0,,16.7,,57.2,,0.152,,0.7,,10.2,,1.2,,3.8,n,0.8,,-1.8,,0.0,,,,,
117,Marshall Islands,..,,..,,23.4,,..,,0.790,,..,,..,,..,,..,,..,,..,,..,,,,,
117,Viet Nam,13.5,,7.1,,26.8,,39.4,,0.188,,0.5,,17.9,,2.3,,4.1,,0.1,,-0.3,,0.0,,,,,
119,Gabon,20.4,,7.7,,22.4,,35.5,,0.546,,0.6,n,6.4,,1.5,,4.5,,0.7,,-0.7,,0.5,,,,,
,Medium human development,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Kyrgyzstan,7.1,,31.3,,32.9,,92.7,,0.364,,0.1,,11.3,,1.6,,7.3,,-4.9,,-4.2,,0.9,,,,,
121,Morocco,19.7,,8.8,,32.2,,18.7,t,0.173,,0.7,n,17.1,,3.1,,3.4,n,..,,-1.5,,0.3,,,,,
122,Guyana,19.9,,5.0,,36.8,,41.3,,0.462,,..,,16.1,,1.7,,6.7,,-0.1,,-0.9,,..,,,,,
123,Iraq,-2.8,,..,,12.9,,28.3,,0.948,,0.0,,6.1,,2.7,,..,,..,,..,,-0.6,,,,,
124,El Salvador,5.1,,45.8,,19.1,,41.1,,0.213,,0.2,,16.3,,1.0,,10.4,,-2.8,,-1.6,,2.5,,,,,
125,Tajikistan,14.4,,22.0,,27.2,,80.1,y,0.264,,0.1,,8.4,,1.2,,10.0,,-4.6,,-0.7,,-0.2,,,,,
126,Cabo Verde,19.2,,5.6,,35.3,,59.8,,0.332,,0.1,n,10.4,,0.6,,19.2,,..,,..,,1.9,,,,,
127,Guatemala,1.8,,26.7,,14.5,,18.2,,0.136,,0.0,,9.5,,0.4,,23.7,,-2.2,,-1.4,,1.3,,,,,
128,Nicaragua,15.0,,19.0,,17.1,,30.5,,0.231,,0.1,,12.0,,0.6,,20.8,,-0.5,,-1.4,,0.8,,,,,
129,Bhutan,16.8,,10.7,,47.5,,19.5,,0.393,,..,,11.1,,..,,..,,..,,..,,0.4,,,,,
130,Namibia,0.0,,..,,12.7,,66.7,,0.267,,0.3,,6.6,,3.3,,2.7,,-2.5,,-1.2,,0.3,,,,,
131,India,17.7,,11.4,,30.2,,21.2,,0.139,,0.6,,12.5,,2.4,,3.1,,-1.3,,-1.7,,-0.4,,,,,
132,Honduras,19.4,,28.1,,22.3,,28.2,,0.222,,0.0,,10.0,,1.7,,8.4,,-2.0,,-0.7,,2.5,,,,,
133,Bangladesh,22.5,,6.3,,31.6,,25.8,,0.405,,..,,10.7,,1.4,,3.5,,-2.1,,-1.2,,0.0,,,,,
134,Kiribati,..,,..,,31.7,,48.3,,0.919,,..,,10.1,,..,,..,,..,,..,,..,,,,,
135,Sao Tome and Principe,..,,4.5,,..,,..,,0.690,,..,,6.7,,..,,..,,..,,..,,-3.3,,,,,
136,Micronesia (Federated States of),..,,..,,..,,65.0,,0.829,,..,,9.7,,..,,..,,..,,..,,0.6,,,,,
137,Lao People's Democratic Republic,-6.0,,14.6,,29.0,,34.2,,0.244,,..,,8.5,,0.2,n,29.7,,-0.0,,-1.2,,-0.9,,,,,
138,Eswatini (Kingdom of),5.0,,2.3,,13.1,,17.9,,0.340,,0.3,,6.0,,1.5,,8.0,,-2.2,,-0.3,,-0.8,,,,,
138,Ghana,-8.4,,9.4,,26.4,,28.5,,0.459,,0.4,n,6.8,,0.4,,17.1,,1.1,,-0.5,,-0.5,,,,,
140,Vanuatu,25.3,n,2.1,,26.4,n,10.1,,0.243,,..,,7.0,,..,,..,,..,,..,,..,,,,,
141,Timor-Leste,-11.5,,0.3,,34.0,,28.3,,0.498,,..,,8.2,,0.6,,9.9,,-1.9,,..,,1.5,,,,,
142,Nepal,36.7,,8.5,,56.6,,41.9,,0.141,,0.3,n,10.2,,1.4,,6.9,,-2.3,,-2.5,,3.3,,,,,
143,Kenya,-4.4,,22.6,,17.4,,40.5,,0.233,,0.8,n,5.4,,1.2,,7.9,,-2.1,,-1.6,,1.6,,,,,
144,Cambodia,10.1,,6.7,,24.2,,14.3,,0.298,,0.1,,10.1,,2.2,,5.2,,-3.9,,-1.3,,..,,,,,
145,Equatorial Guinea,..,,..,,13.2,,..,,0.661,,..,,3.5,,0.2,,..,,..,,..,,..,,,,,
146,Zambia,20.3,,14.6,,39.2,,39.1,,0.680,,0.3,n,4.3,,1.4,,6.3,,-0.1,,-1.1,,-1.4,,,,,
147,Myanmar,21.2,,4.9,,30.6,,28.1,,0.216,,0.0,,12.4,,2.9,,2.1,,..,,..,,..,,,,,
148,Angola,-37.1,,21.9,,17.9,,10.3,,0.934,,0.0,,4.6,,1.8,,1.5,,-2.5,,..,,0.2,,,,,
149,Congo,-39.9,,3.2,,18.8,,..,,0.624,,..,,5.9,,2.5,,2.0,,-2.6,,-0.7,,-1.4,,,,,
150,Zimbabwe,-15.8,,11.7,,9.3,,63.5,,0.394,,..,,5.4,,2.2,,6.4,,-3.0,,-0.8,,..,,,,,
151,Solomon Islands,..,,5.6,,..,,18.7,,0.711,,..,,7.6,,..,,..,,..,,..,,3.4,,,,,
151,Syrian Arab Republic,..,,3.1,n,27.8,n,..,,0.232,,0.0,,9.4,,4.1,n,2.2,n,..,,-0.1,,..,,,,,
153,Cameroon,-0.3,,10.7,,24.2,,19.9,,0.337,,..,,5.0,,1.3,,6.0,,-0.2,,-1.1,,-1.7,,,,,
154,Pakistan,4.0,,19.9,,15.6,,27.8,,0.204,,0.2,,8.3,,4.0,,1.5,,-0.1,,-0.8,,-0.2,,,,,
155,Papua New Guinea,..,,26.1,,..,,26.7,,0.294,,0.0,,6.9,,0.3,,13.3,,..,,0.6,,..,,,,,
156,Comoros,4.2,,1.9,,15.0,,14.0,,0.559,,..,,6.3,,..,,..,,0.4,,..,,1.9,,,,,
,Low human development,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Mauritania,14.8,,15.7,,40.9,,8.2,,0.308,,0.0,,6.2,,3.0,,2.3,,-1.1,,..,,1.5,,,,,
158,Benin,3.2,,7.8,,25.6,,17.1,,0.373,,..,,6.3,,0.9,,6.8,,0.6,,-0.5,,-2.8,,,,,
159,Uganda,-5.4,,12.2,,26.5,,3.2,,0.267,,0.2,,4.1,,1.4,,6.9,,-2.1,,-0.8,,-0.1,,,,,
160,Rwanda,-2.8,,12.6,,26.1,,18.1,,0.380,,0.7,,7.3,,1.2,,7.7,,-2.8,,-1.5,,2.1,,,,,
161,Nigeria,0.1,,8.3,,19.8,,41.4,,0.789,,0.1,n,5.2,,0.5,,..,,-1.8,,..,,-1.1,,,,,
162,Côte d'Ivoire,21.3,,17.1,,21.0,,25.5,,0.361,,0.1,,5.3,,1.4,,7.5,,-0.1,,-0.5,,-0.4,,,,,
163,Tanzania (United Republic of),16.7,,8.4,,34.0,,5.0,,0.206,,0.5,n,5.3,z,1.2,,6.8,,-1.5,,-0.5,,-0.2,,,,,
164,Madagascar,4.9,,2.7,,21.9,,18.5,,0.213,,0.0,,6.4,,0.6,,15.7,,-1.2,,..,,-1.5,,,,,
165,Lesotho,6.8,,3.6,,32.1,,..,,0.288,,0.0,,8.7,,1.8,,8.0,,-2.3,,-0.3,,1.7,,,,,
166,Djibouti,40.8,,57.8,,25.0,,..,,0.185,,..,,9.4,,3.7,n,3.2,n,..,,..,,-0.3,,,,,
167,Togo,1.1,,5.0,,28.0,,8.2,,0.237,,0.3,,5.5,,2.0,,6.0,,-0.4,,-0.8,,-0.9,,,,,
168,Senegal,12.5,,13.5,,32.8,,10.8,,0.236,,0.6,,5.8,,1.9,,4.6,,-1.3,,-1.3,,-0.5,,,,,
169,Afghanistan,5.4,,4.9,,17.8,,19.2,,0.399,,..,,5.1,,1.0,,16.8,,..,,-0.9,,..,,,,,
170,Haiti,15.4,,1.2,,27.6,,9.4,,0.508,,..,,9.7,,0.0,,..,,-0.0,,0.5,,..,,,,,
170,Sudan,-6.2,,4.2,,19.3,,22.7,,0.440,,..,,7.1,,2.3,,1.4,n,..,,-1.4,,1.5,,,,,
172,Gambia,-7.8,,16.8,,18.5,,35.0,,0.449,,0.1,,4.8,,1.1,,3.4,,-2.0,,-0.5,,2.9,,,,,
173,Ethiopia,8.4,,20.8,,35.2,,6.9,,0.287,,0.3,,6.4,,0.6,,12.3,,-2.1,,-1.3,,-1.3,,,,,
174,Malawi,-6.3,,5.7,,12.3,,17.6,,0.558,,..,,4.8,,0.8,,17.9,,-1.3,,-1.0,,-0.7,,,,,
175,Congo (Democratic Republic of the),-7.9,,2.4,,25.3,,43.0,,0.545,,0.4,,5.9,,0.7,,7.4,,-2.0,,-0.4,,-0.1,,,,,
175,Guinea-Bissau,-2.2,,1.9,,11.3,,..,,0.875,,..,,5.1,,1.6,,4.3,,-1.4,,..,,-4.8,,,,,
175,Liberia,-99.4,,2.8,,22.8,,21.1,,0.395,,..,,6.4,,0.8,,15.0,,-1.6,,-0.2,,0.3,,,,,
178,Guinea,-10.2,,2.2,,30.6,,..,,0.502,,..,,5.4,,2.5,,2.4,,-1.2,,..,,2.4,,,,,
179,Yemen,..,,14.6,,..,,29.7,,0.378,,..,,5.4,,4.0,n,2.5,n,-0.8,,-0.0,,-0.6,,,,,
180,Eritrea,..,,..,,12.6,n,..,,0.314,,..,,7.0,,..,,..,,..,,..,,..,,,,,
181,Mozambique,5.1,,13.1,,43.9,,7.1,,0.315,,0.3,,5.1,,1.0,,10.5,,-4.3,,-1.1,,-1.8,,,,,
182,Burkina Faso,0.6,,3.5,,26.0,,5.0,,0.658,,0.7,,4.8,,2.1,,9.3,,-2.0,,-0.5,,2.3,,,,,
182,Sierra Leone,-20.3,,7.2,,17.4,,15.2,,0.227,,..,,5.2,,0.8,,16.2,,-1.1,,-0.3,,1.0,,,,,
184,Mali,2.5,,4.4,,22.5,,5.8,,0.723,,0.3,,4.5,,2.9,,2.5,,-1.5,,-0.4,,2.4,,,,,
