Back,Table 3. Inequality-adjusted Human Development Index ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Liechtenstein,0.919,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,
22,Slovenia,0.917,,0.875,,4.6,,12,,4.6,,2.9,,0.916,,2.1,,0.891,,8.7,,0.820,,24.8,,20.4,,7.7,,24.2,
23,Korea (Republic of),0.916,,0.815,,11.0,,-2,,10.7,,3.0,,0.941,,8.8,,0.789,,20.2,,0.731,,20.3,,23.8,,12.2,,31.6,
23,Luxembourg,0.916,,0.826,,9.8,,2,,9.6,,3.4,,0.925,,6.3,,0.756,,19.0,,0.806,,18.4,,25.8,,11.9,,34.9,
25,Spain,0.904,,0.783,,13.4,,-10,,13.1,,3.0,,0.949,,16.9,,0.691,,19.5,,0.732,,18.4,,25.4,,11.9,,34.7,
26,France,0.901,,0.820,,9.0,,2,,8.9,,3.8,,0.927,,9.5,,0.740,,13.5,,0.804,,21.1,,25.8,,11.2,,31.6,
27,Czechia,0.900,,0.860,,4.4,,14,,4.4,,3.0,,0.886,,1.4,,0.878,,8.9,,0.818,,24.9,,21.5,,10.1,,24.9,
28,Malta,0.895,,0.823,,8.0,,5,,7.9,,4.6,,0.918,,6.2,,0.774,,13.0,,0.786,,21.9,,23.3,,11.4,,29.2,
29,Estonia,0.892,,0.829,,7.1,,9,,6.9,,3.6,,0.871,,2.3,,0.862,,14.8,,0.758,,20.9,,22.5,,11.1,,30.4,
29,Italy,0.892,,0.783,,12.2,,-6,,11.8,,3.1,,0.947,,10.6,,0.709,,21.8,,0.716,,18.0,,26.7,,8.7,,35.9,
31,United Arab Emirates,0.890,,..,,..,,..,,..,,5.2,,0.845,,18.2,,0.656,,..,,..,,18.2,,21.4,,22.8,,32.5,
32,Greece,0.888,,0.791,,10.9,,-1,,10.8,,3.5,,0.924,,11.1,,0.755,,17.8,,0.709,,18.9,,25.9,,13.4,,34.4,
33,Cyprus,0.887,,0.805,,9.2,,1,,9.1,,3.6,,0.904,,10.5,,0.740,,13.2,,0.779,,21.3,,25.5,,11.6,,31.4,
34,Lithuania,0.882,,0.791,,10.3,,1,,10.0,,5.5,,0.813,,3.9,,0.863,,20.6,,0.706,,17.9,,28.4,,10.4,,37.3,
35,Poland,0.880,,0.813,,7.6,,7,,7.6,,4.3,,0.865,,4.9,,0.826,,13.5,,0.752,,21.7,,23.5,,14.0,,29.7,
36,Andorra,0.868,,..,,..,,..,,..,,..,,..,,10.0,,0.648,,..,,..,,..,,..,,..,,..,
37,Latvia,0.866,,0.783,,9.6,,0,,9.2,,5.4,,0.805,,2.5,,0.861,,19.6,,0.694,,18.4,,26.9,,10.9,,35.6,
38,Portugal,0.864,,0.761,,11.9,,-5,,11.8,,3.5,,0.921,,15.0,,0.653,,16.9,,0.731,,19.8,,26.7,,10.6,,33.8,
39,Slovakia,0.860,,0.807,,6.2,,7,,6.1,,5.0,,0.841,,1.6,,0.813,,11.7,,0.770,,23.8,,19.9,,5.3,,25.2,
40,Hungary,0.854,,0.791,,7.4,,6,,7.3,,4.2,,0.838,,3.1,,0.796,,14.5,,0.743,,21.1,,23.9,,12.1,,30.6,
40,Saudi Arabia,0.854,,..,,..,,..,,..,,6.4,,0.794,,18.0,,0.647,,..,,..,,..,,..,,19.7,,..,
42,Bahrain,0.852,,..,,..,,..,,..,,5.5,,0.833,,22.7,,0.594,,..,,..,,..,,..,,18.0,,..,
43,Chile,0.851,,0.709,,16.7,,-11,,15.9,,6.3,,0.868,,10.4,,0.726,,31.1,,0.567,,15.5,,36.3,,23.7,,44.4,
43,Croatia,0.851,,0.783,,8.0,,4,,7.9,,4.3,,0.861,,4.7,,0.767,,14.7,,0.727,,20.7,,22.9,,8.2,,30.4,
45,Qatar,0.848,,..,,..,,..,,..,,5.7,,0.874,,11.8,,0.581,,..,,..,,..,,..,,29.0,,..,
46,Argentina,0.845,,0.729,,13.7,,-4,,13.2,,8.6,,0.797,,6.0,,0.804,,25.2,,0.606,,14.9,,29.9,,..,,41.4,
47,Brunei Darussalam,0.838,,..,,..,,..,,..,,7.6,,0.794,,..,,..,,..,,..,,..,,..,,..,,..,
48,Montenegro,0.829,,0.749,,9.7,,0,,9.4,,3.6,,0.844,,7.8,,0.740,,16.9,,0.673,,15.9,,27.7,,8.5,,39.0,
49,Romania,0.828,,0.730,,11.8,,-1,,11.4,,6.3,,0.808,,5.3,,0.724,,22.7,,0.664,,17.0,,24.9,,15.2,,36.0,
50,Palau,0.826,,..,,..,,..,,..,,..,,..,,1.9,,0.839,,..,,..,,..,,..,,..,,..,
51,Kazakhstan,0.825,,0.766,,7.2,,4,,7.1,,7.7,,0.761,,3.2,,0.804,,10.3,,0.736,,23.4,,23.0,,..,,27.5,
52,Russian Federation,0.824,,0.740,,10.2,,2,,10.0,,7.1,,0.751,,4.2,,0.789,,18.8,,0.683,,18.3,,29.9,,20.2,,37.5,
53,Belarus,0.823,,0.771,,6.3,,7,,6.3,,4.4,,0.806,,3.7,,0.807,,10.8,,0.704,,24.5,,21.4,,..,,25.2,
54,Turkey,0.820,,0.683,,16.7,,-11,,16.5,,9.0,,0.808,,16.5,,0.611,,24.1,,0.645,,15.9,,32.6,,23.4,,41.9,
55,Uruguay,0.817,,0.712,,12.9,,-1,,12.6,,7.9,,0.821,,6.5,,0.715,,23.4,,0.614,,16.3,,29.7,,14.0,,39.7,
56,Bulgaria,0.816,,0.721,,11.6,,2,,11.3,,6.1,,0.795,,6.1,,0.732,,21.8,,0.644,,16.7,,31.9,,12.6,,40.4,
57,Panama,0.815,,0.643,,21.1,,-17,,20.1,,12.0,,0.792,,11.4,,0.620,,36.9,,0.542,,11.9,,37.1,,..,,49.2,
58,Bahamas,0.814,,..,,..,,..,,..,,6.8,,0.773,,6.3,,0.693,,..,,..,,..,,..,,..,,..,
58,Barbados,0.814,,0.676,,17.0,,-9,,15.9,,8.7,,0.831,,5.5,,0.739,,33.6,,0.502,,..,,..,,..,,..,
60,Oman,0.813,,0.706,,13.2,,0,,12.9,,6.7,,0.831,,11.9,,0.633,,20.1,,0.671,,..,,..,,19.5,,..,
61,Georgia,0.812,,0.716,,11.8,,5,,11.5,,7.9,,0.762,,4.1,,0.826,,22.5,,0.582,,18.0,,27.5,,..,,36.4,
62,Costa Rica,0.810,,0.661,,18.4,,-11,,17.5,,7.1,,0.862,,11.6,,0.642,,33.9,,0.521,,12.8,,36.3,,..,,48.0,
62,Malaysia,0.810,,..,,..,,..,,..,,6.1,,0.811,,12.1,,0.638,,..,,..,,15.9,,31.3,,14.6,,41.0,
64,Kuwait,0.806,,..,,..,,..,,..,,5.9,,0.803,,22.1,,0.497,,..,,..,,..,,..,,19.9,,..,
64,Serbia,0.806,,0.705,,12.5,,2,,12.1,,4.9,,0.819,,7.5,,0.724,,24.0,,0.591,,17.3,,25.6,,12.8,,36.2,
66,Mauritius,0.804,,0.694,,13.7,,1,,13.6,,9.4,,0.766,,13.2,,0.639,,18.2,,0.684,,18.8,,29.9,,13.8,,36.8,
,High human development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Seychelles,0.796,,0.670,,15.8,,-6,,15.2,,9.6,,0.743,,6.7,,0.678,,29.3,,0.598,,15.2,,39.9,,20.4,,46.8,
67,Trinidad and Tobago,0.796,,..,,..,,..,,..,,14.9,,0.701,,..,,..,,..,,..,,..,,..,,..,,..,
69,Albania,0.795,,0.708,,10.9,,7,,10.9,,7.2,,0.836,,12.3,,0.655,,13.2,,0.648,,19.5,,24.8,,8.2,,33.2,
70,Cuba,0.783,,..,,..,,..,,..,,5.1,,0.858,,7.8,,0.728,,..,,..,,..,,..,,..,,..,
70,Iran (Islamic Republic of),0.783,,0.693,,11.5,,3,,11.3,,9.2,,0.792,,5.0,,0.719,,19.7,,0.585,,16.2,,31.3,,16.3,,40.8,
72,Sri Lanka,0.782,,0.673,,13.9,,-1,,13.8,,7.0,,0.815,,12.0,,0.657,,22.4,,0.568,,17.7,,32.9,,..,,39.8,
73,Bosnia and Herzegovina,0.780,,0.667,,14.5,,-3,,14.2,,5.4,,0.835,,17.0,,0.590,,20.2,,0.603,,19.8,,25.1,,9.0,,33.0,
74,Grenada,0.779,,..,,..,,..,,..,,11.2,,0.716,,..,,..,,..,,..,,..,,..,,..,,..,
74,Mexico,0.779,,0.613,,21.3,,-13,,20.8,,10.5,,0.758,,18.4,,0.574,,33.4,,0.529,,14.9,,36.4,,..,,45.4,
74,Saint Kitts and Nevis,0.779,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,
74,Ukraine,0.779,,0.728,,6.5,,16,,6.5,,7.4,,0.742,,3.6,,0.770,,8.5,,0.675,,24.0,,22.0,,..,,26.1,
78,Antigua and Barbuda,0.778,,..,,..,,..,,..,,5.8,,0.826,,..,,..,,..,,..,,..,,..,,..,,..,
79,Peru,0.777,,0.628,,19.2,,-8,,18.8,,10.8,,0.779,,17.0,,0.614,,28.6,,0.519,,14.8,,32.1,,..,,42.8,
79,Thailand,0.777,,0.646,,16.9,,-2,,16.7,,7.9,,0.810,,18.3,,0.557,,23.8,,0.596,,18.3,,28.1,,20.2,,36.4,
81,Armenia,0.776,,0.699,,9.9,,12,,9.7,,8.7,,0.774,,2.9,,0.718,,17.4,,0.616,,20.3,,29.2,,..,,34.4,
82,North Macedonia,0.774,,0.681,,12.0,,8,,11.8,,7.9,,0.791,,8.4,,0.646,,19.2,,0.619,,17.9,,23.8,,7.7,,34.2,
83,Colombia,0.767,,0.595,,22.4,,-12,,21.6,,10.7,,0.787,,18.6,,0.555,,35.5,,0.483,,12.1,,39.7,,20.5,,50.4,
84,Brazil,0.765,,0.570,,25.5,,-20,,24.4,,10.9,,0.766,,21.2,,0.547,,41.0,,0.442,,10.4,,42.5,,28.3,,53.9,
85,China,0.761,,0.639,,16.0,,2,,15.7,,7.9,,0.806,,11.7,,0.580,,27.4,,0.557,,17.2,,29.3,,13.9,,38.5,
86,Ecuador,0.759,,0.616,,18.8,,-3,,18.4,,11.5,,0.776,,13.9,,0.605,,29.9,,0.498,,13.8,,34.4,,..,,45.4,
86,Saint Lucia,0.759,,0.629,,17.1,,0,,16.9,,10.6,,0.773,,12.6,,0.588,,27.4,,0.547,,11.0,,38.6,,..,,51.2,
88,Azerbaijan,0.756,,0.684,,9.5,,16,,9.4,,13.9,,0.702,,5.3,,0.673,,8.9,,0.678,,..,,..,,..,,..,
88,Dominican Republic,0.756,,0.595,,21.3,,-7,,21.1,,17.0,,0.691,,15.8,,0.560,,30.4,,0.544,,15.6,,35.2,,..,,43.7,
90,Moldova (Republic of),0.750,,0.672,,10.4,,13,,10.3,,9.6,,0.722,,7.3,,0.659,,14.0,,0.639,,24.4,,22.0,,9.9,,25.7,
91,Algeria,0.748,,0.596,,20.3,,-2,,19.7,,14.1,,0.752,,33.7,,0.445,,11.4,,0.631,,23.1,,22.9,,9.7,,27.6,
92,Lebanon,0.744,,..,,..,,..,,..,,7.4,,0.840,,6.2,,0.567,,..,,..,,20.6,,24.8,,23.4,,31.8,
93,Fiji,0.743,,..,,..,,..,,..,,14.9,,0.621,,..,,..,,..,,..,,18.8,,29.7,,..,,36.7,
94,Dominica,0.742,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,
95,Maldives,0.740,,0.584,,21.1,,-10,,20.4,,6.0,,0.852,,29.3,,0.405,,25.8,,0.578,,21.2,,25.2,,..,,31.3,
95,Tunisia,0.740,,0.596,,19.5,,-1,,18.9,,9.0,,0.794,,30.7,,0.458,,16.9,,0.583,,20.1,,25.6,,10.7,,32.8,
97,Saint Vincent and the Grenadines,0.738,,..,,..,,..,,..,,11.3,,0.717,,..,,..,,..,,..,,..,,..,,..,,..,
97,Suriname,0.738,,0.535,,27.5,,-17,,26.0,,12.8,,0.693,,18.4,,0.551,,46.7,,0.400,,..,,..,,..,,..,
99,Mongolia,0.737,,0.634,,14.0,,11,,14.0,,13.1,,0.667,,11.9,,0.649,,16.9,,0.588,,20.2,,25.7,,..,,32.7,
100,Botswana,0.735,,..,,..,,..,,..,,19.4,,0.615,,23.3,,0.518,,..,,..,,10.9,,41.5,,22.6,,53.3,
101,Jamaica,0.734,,0.612,,16.6,,4,,15.9,,10.0,,0.754,,5.6,,0.651,,32.0,,0.466,,..,,..,,..,,..,
102,Jordan,0.729,,0.622,,14.7,,9,,14.6,,10.6,,0.750,,15.4,,0.564,,17.9,,0.569,,20.3,,27.5,,16.1,,33.7,
103,Paraguay,0.728,,0.557,,23.5,,-7,,22.8,,13.8,,0.719,,16.7,,0.531,,37.8,,0.452,,13.9,,35.9,,..,,46.2,
104,Tonga,0.725,,..,,..,,..,,..,,10.4,,0.702,,4.5,,0.740,,..,,..,,18.2,,29.7,,..,,37.6,
105,Libya,0.724,,..,,..,,..,,..,,9.1,,0.740,,..,,..,,..,,..,,..,,..,,13.5,,..,
106,Uzbekistan,0.720,,..,,..,,..,,..,,13.9,,0.685,,0.7,,0.723,,..,,..,,..,,..,,..,,..,
107,Bolivia (Plurinational State of),0.718,,0.546,,24.0,,-9,,23.7,,22.5,,0.614,,17.6,,0.573,,31.2,,0.463,,14.7,,30.4,,..,,42.2,
107,Indonesia,0.718,,0.590,,17.8,,2,,17.7,,13.9,,0.685,,16.2,,0.545,,23.1,,0.551,,17.2,,30.4,,..,,39.0,
107,Philippines,0.718,,0.587,,18.2,,-1,,17.8,,15.3,,0.668,,10.1,,0.610,,28.1,,0.498,,15.0,,34.8,,..,,44.4,
110,Belize,0.716,,0.554,,22.6,,-5,,21.6,,11.1,,0.747,,15.9,,0.584,,37.9,,0.390,,..,,..,,..,,..,
111,Samoa,0.715,,..,,..,,..,,..,,10.0,,0.738,,4.9,,0.678,,..,,..,,17.9,,31.3,,..,,38.7,
111,Turkmenistan,0.715,,0.586,,18.0,,2,,17.5,,23.4,,0.568,,2.9,,0.634,,26.2,,0.558,,..,,..,,..,,..,
113,Venezuela (Bolivarian Republic of),0.711,,0.588,,17.3,,6,,17.0,,17.1,,0.664,,8.8,,0.638,,25.2,,0.481,,..,,..,,..,,..,
114,South Africa,0.709,,0.468,,34.0,,-18,,31.2,,19.2,,0.549,,17.3,,0.599,,57.0,,0.312,,7.2,,50.5,,19.2,,63.0,
115,"Palestine, State of",0.708,,0.613,,13.4,,16,,13.4,,12.0,,0.732,,11.6,,0.599,,16.6,,0.524,,19.2,,25.2,,15.8,,33.7,
116,Egypt,0.707,,0.497,,29.7,,-9,,28.7,,11.6,,0.707,,38.1,,0.383,,36.5,,0.455,,21.8,,26.9,,15.8,,31.5,
117,Marshall Islands,0.704,,..,,..,,..,,..,,..,,..,,4.3,,0.677,,..,,..,,..,,..,,..,,..,
117,Viet Nam,0.704,,0.588,,16.5,,10,,16.5,,12.9,,0.742,,17.6,,0.519,,19.1,,0.526,,18.6,,27.5,,..,,35.7,
119,Gabon,0.703,,0.544,,22.6,,0,,22.5,,22.8,,0.552,,23.5,,0.498,,21.2,,0.588,,16.8,,27.7,,10.9,,38.0,
,Medium human development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Kyrgyzstan,0.697,,0.630,,9.6,,25,,9.5,,11.3,,0.702,,3.4,,0.706,,13.8,,0.506,,23.4,,23.6,,..,,27.7,
121,Morocco,0.686,,..,,..,,..,,..,,13.0,,0.759,,..,,..,,..,,..,,17.4,,31.9,,15.0,,39.5,
122,Guyana,0.682,,0.556,,18.5,,5,,18.3,,19.0,,0.622,,10.7,,0.536,,25.1,,0.515,,..,,..,,..,,..,
123,Iraq,0.674,,0.541,,19.7,,2,,19.4,,15.9,,0.655,,29.7,,0.392,,12.7,,0.618,,21.9,,23.7,,22.0,,29.5,
124,El Salvador,0.673,,0.529,,21.4,,1,,21.1,,12.5,,0.718,,29.1,,0.393,,21.8,,0.523,,17.1,,29.4,,..,,38.6,
125,Tajikistan,0.668,,0.584,,12.6,,12,,12.4,,16.7,,0.655,,6.0,,0.641,,14.5,,0.475,,19.4,,26.4,,..,,34.0,
126,Cabo Verde,0.665,,..,,..,,..,,..,,12.2,,0.716,,23.7,,0.429,,..,,..,,15.4,,32.3,,..,,42.4,
127,Guatemala,0.663,,0.481,,27.5,,-2,,26.9,,14.6,,0.713,,30.8,,0.359,,35.4,,0.433,,13.1,,38.1,,..,,48.3,
128,Nicaragua,0.660,,0.505,,23.5,,1,,23.2,,13.1,,0.728,,25.7,,0.425,,30.7,,0.415,,14.3,,37.2,,..,,46.2,
129,Bhutan,0.654,,0.476,,27.2,,-2,,26.3,,17.1,,0.660,,41.7,,0.289,,20.0,,0.565,,17.5,,27.9,,..,,37.4,
130,Namibia,0.646,,0.418,,35.3,,-14,,33.6,,22.1,,0.524,,25.0,,0.438,,53.6,,0.318,,8.6,,47.3,,21.5,,59.1,
131,India,0.645,,0.475,,26.4,,-1,,25.7,,19.7,,0.613,,38.7,,0.340,,18.8,,0.515,,18.8,,31.7,,21.3,,37.8,
132,Honduras,0.634,,0.472,,25.6,,-2,,24.8,,13.3,,0.737,,23.3,,0.382,,37.8,,0.373,,10.4,,39.1,,..,,52.1,
133,Bangladesh,0.632,,0.478,,24.4,,3,,23.7,,17.3,,0.669,,37.3,,0.332,,16.6,,0.492,,21.0,,26.8,,..,,32.4,
134,Kiribati,0.630,,0.516,,18.1,,8,,17.9,,24.7,,0.560,,9.6,,0.537,,19.4,,0.457,,..,,..,,..,,..,
135,Sao Tome and Principe,0.625,,0.520,,16.8,,10,,16.7,,17.0,,0.643,,18.3,,0.463,,14.9,,0.473,,11.5,,49.2,,8.8,,56.3,
136,Micronesia (Federated States of),0.620,,..,,..,,..,,..,,16.1,,0.618,,..,,..,,26.4,,0.410,,16.2,,29.7,,..,,40.1,
137,Lao People's Democratic Republic,0.613,,0.461,,24.8,,0,,24.7,,22.6,,0.571,,31.3,,0.331,,20.3,,0.518,,19.1,,29.8,,..,,36.4,
138,Eswatini (Kingdom of),0.611,,0.432,,29.3,,-5,,29.0,,25.1,,0.463,,24.1,,0.423,,37.9,,0.410,,10.5,,42.7,,18.2,,54.6,
138,Ghana,0.611,,0.440,,28.0,,-3,,27.8,,24.2,,0.514,,35.1,,0.365,,24.1,,0.454,,14.3,,32.2,,15.1,,43.5,
140,Vanuatu,0.609,,..,,..,,..,,..,,14.4,,0.665,,..,,..,,19.7,,0.417,,17.8,,29.4,,..,,37.6,
141,Timor-Leste,0.606,,0.436,,28.1,,-2,,26.7,,21.7,,0.596,,44.9,,0.281,,13.6,,0.495,,22.8,,24.0,,..,,28.7,
142,Nepal,0.602,,0.446,,25.9,,3,,24.9,,17.5,,0.645,,40.9,,0.308,,16.3,,0.448,,20.4,,26.4,,..,,32.8,
143,Kenya,0.601,,0.443,,26.3,,3,,26.2,,22.5,,0.557,,22.9,,0.412,,33.1,,0.379,,16.5,,31.6,,15.0,,40.8,
144,Cambodia,0.594,,0.475,,20.0,,10,,19.9,,18.1,,0.628,,27.3,,0.352,,14.3,,0.485,,..,,..,,..,,..,
145,Equatorial Guinea,0.592,,..,,..,,..,,..,,34.6,,0.390,,..,,..,,..,,..,,..,,..,,17.3,,..,
146,Zambia,0.584,,0.401,,31.3,,-2,,30.6,,26.5,,0.496,,20.4,,0.443,,44.8,,0.292,,8.9,,44.4,,23.1,,57.1,
147,Myanmar,0.583,,..,,..,,..,,..,,22.8,,0.560,,26.9,,0.339,,..,,..,,21.9,,25.5,,..,,30.7,
148,Angola,0.581,,0.397,,31.7,,-3,,31.7,,32.0,,0.430,,34.3,,0.328,,28.9,,0.442,,11.5,,39.6,,15.2,,51.3,
149,Congo,0.574,,0.430,,25.1,,2,,24.9,,22.8,,0.529,,20.9,,0.429,,31.0,,0.350,,12.4,,37.9,,20.4,,48.9,
150,Zimbabwe,0.571,,0.441,,22.8,,7,,22.5,,24.2,,0.484,,14.6,,0.501,,28.8,,0.353,,15.1,,34.8,,17.2,,44.3,
151,Solomon Islands,0.567,,..,,..,,..,,..,,12.1,,0.717,,..,,..,,19.4,,0.379,,18.4,,29.2,,..,,37.1,
151,Syrian Arab Republic,0.567,,..,,..,,..,,..,,13.0,,0.705,,..,,..,,..,,..,,..,,..,,14.7,,..,
153,Cameroon,0.563,,0.375,,33.4,,-7,,33.4,,33.5,,0.402,,31.7,,0.373,,35.0,,0.351,,13.0,,35.0,,15.7,,46.6,
154,Pakistan,0.557,,0.384,,31.1,,-4,,30.2,,29.9,,0.510,,43.5,,0.227,,17.2,,0.489,,21.1,,28.9,,..,,33.5,
155,Papua New Guinea,0.555,,0.390,,29.7,,0,,29.6,,24.1,,0.520,,35.7,,0.282,,28.9,,0.404,,15.1,f,31.0,f,..,,41.9,f
156,Comoros,0.554,,0.303,,45.3,,-21,,44.2,,28.9,,0.485,,47.6,,0.252,,56.0,,0.228,,13.6,,33.7,,14.1,,45.3,
,Low human development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Mauritania,0.546,,0.371,,32.1,,-4,,31.8,,30.0,,0.484,,40.8,,0.234,,24.6,,0.449,,19.9,,24.9,,10.6,,32.6,
158,Benin,0.545,,0.343,,37.1,,-10,,36.9,,34.9,,0.418,,43.7,,0.269,,32.0,,0.358,,12.8,,37.6,,17.5,,47.8,
159,Uganda,0.544,,0.399,,26.7,,7,,26.7,,27.2,,0.486,,27.9,,0.377,,24.9,,0.346,,15.9,,34.2,,16.9,,42.8,
160,Rwanda,0.543,,0.387,,28.7,,3,,28.4,,19.5,,0.607,,29.3,,0.324,,36.4,,0.295,,15.8,,35.6,,..,,43.7,
161,Nigeria,0.539,,0.348,,35.4,,-2,,35.2,,37.1,,0.336,,40.4,,0.297,,28.1,,0.423,,15.1,f,32.7,,15.3,,43.0,f
162,Côte d'Ivoire,0.538,,0.346,,35.7,,-4,,35.3,,33.3,,0.388,,45.6,,0.246,,27.0,,0.433,,15.9,,31.9,,17.1,,41.5,
163,Tanzania (United Republic of),0.529,,0.397,,25.0,,10,,24.9,,25.3,,0.522,,27.0,,0.313,,22.4,,0.382,,17.4,,33.1,,16.2,,40.5,
164,Madagascar,0.528,,0.390,,26.1,,9,,26.0,,21.1,,0.571,,29.3,,0.343,,27.6,,0.303,,15.7,,33.5,,15.0,,42.6,
165,Lesotho,0.527,,0.382,,27.5,,6,,27.4,,33.1,,0.353,,19.6,,0.428,,29.6,,0.367,,13.5,,32.9,,19.0,,44.9,
166,Djibouti,0.524,,..,,..,,..,,..,,23.4,,0.555,,..,,..,,27.7,,0.441,,15.8,,32.3,,15.7,,41.6,
167,Togo,0.515,,0.351,,31.8,,4,,31.7,,30.5,,0.439,,37.7,,0.322,,26.9,,0.307,,14.5,,31.6,,13.7,,43.1,
168,Senegal,0.512,,0.348,,32.0,,4,,31.2,,21.2,,0.581,,46.4,,0.185,,25.9,,0.392,,16.4,,31.0,,13.0,,40.3,
169,Afghanistan,0.511,,..,,..,,..,,..,,28.3,,0.495,,45.4,,0.226,,..,,..,,..,,..,,..,,..,
170,Haiti,0.510,,0.303,,40.6,,-9,,40.0,,32.2,,0.459,,37.3,,0.286,,50.4,,0.212,,15.8,,31.2,,..,,41.1,
170,Sudan,0.510,,0.333,,34.7,,-3,,34.3,,27.4,,0.506,,42.5,,0.198,,33.0,,0.369,,19.9,,27.8,,11.2,,34.2,
172,Gambia,0.496,,0.335,,32.5,,1,,31.2,,28.5,,0.463,,47.7,,0.213,,17.5,,0.384,,19.0,,28.7,,13.4,,35.9,
173,Ethiopia,0.485,,0.348,,28.2,,8,,27.3,,24.9,,0.538,,43.5,,0.193,,13.4,,0.405,,19.4,,28.5,,14.3,,35.0,
